"company","datacenter_name","datacenter_id","mi_datacenter_id","mi_company_id","facility_owner","street_address","total_UPS_power","net_UPS_power","net_UPS_power_utilized","total_utility_power","PUE","kW_per_rack","total_revenue","year_built","year_operational","quarter_operational","year_retrofitted","year_decommissioned","quarter_decommissioned","operational_status","center_type","tenant_type","county","state_ab","state","zip_code","latitude","longitude"
"Mapletree Industrial Trust","5000 Bowen, Arlington","8944","10004548","4273584","Mapletree Industrial Trust","5000 South Bowen Road",2000,2000,2000,3600,1.8,1.75,1.37,1984,2012,3,NA,NA,NA,"Operational","Powered Shell","Single","Tarrant","TX","Texas","76017",32.66694,-97.15464
"Otava, LLC","505 West Merrill Street, Indianapolis","2713","10097528","4595744","Mapletree Industrial Trust","505 West Merrill Street",3200,3200,2720,5440,1.7,7,5.71,2014,2014,3,NA,NA,NA,"Operational","Retail","Multi","Marion","IN","Indiana","46225",39.75885,-86.167784
"Flexential Inc.","5150 McCrimmon Parkway, Morrisville","1542","10047279","4074555","Mapletree Industrial Trust","5150 McCrimmon Parkway",1350,1350,1282.5,2300,1.4,3.14,5.11,2003,2003,NA,2006,NA,NA,"Operational","Retail","Multi","Wake","NC","North Carolina","27560",35.850441,-78.82926
"Mapletree Industrial Trust","5150 McCrimmon Pkwy Morrisville","262","10352837","4273584","Mapletree Industrial Trust","5150 McCrimmon Pkwy",5050,0,0,21500,1.7,3.43,12.9,NA,NA,NA,NA,NA,NA,"Operational","Wholesale","Multi","Wake","NC","North Carolina","27560",35.850328,-78.828871
"Otava, LLC","5225 Exchange Drive","1474","10110612","4595744","Mapletree Industrial Trust","5225 Exchange Drive",1118,1118,961.48,1900,1.7,1.75,8.08,2005,2005,NA,2005,NA,NA,"Operational","Retail","Multi","Genesee","MI","Michigan","48507",42.96875,-83.77966
"Lumen Technologies, Inc.","5400-5510 Feltl Road, Minnetonka","2058","10103680","4057179","Mapletree Industrial Trust","5400-5510 Feltl Road",11178,11178,9165.96,19002.6,1.7,5.25,17.46,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Hennepin","MN","Minnesota","55343",44.9033,-93.41982
"Crown Castle Inc.","60 Hudson","11103","10341650","4417219","The Stahl Organization","60 Hudson St.",500,500,315,1000,1.8,3.5,0,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","New York","NY","New York","10013",40.717729,-74.008306
"Hudson Interxchange, LLC","60 Hudson Build-to-Suit","7960","10340617","110706023","The Stahl Organization","60 Hudson St., floors 7 and 8",0,0,0,4455,1.8,0,0,NA,NA,NA,NA,NA,NA,"Planned","Wholesale","Multi","New York","NY","New York","10013",40.717729,-74.008306
"Crown Castle Inc.","600 S. Federal Street","9000","10341019","4417219","Digital Realty Trust, Inc.","600-780 South Federal Street",625,625,543.75,17074,1.6,3.75,1.88,2020,2020,3,NA,NA,NA,"Operational","Retail","Multi","Cook","IL","Illinois","60605",41.874224,-87.629937
"Digital Realty Trust, Inc.","600 Winter","571","10317694","4094311","Digital Realty Trust, Inc.","600 Winter St",0,0,0,0,1.5,0,0,1998,NA,NA,NA,2016,2,"Not Operational","Retail","Multi","Middlesex","MA","Massachusetts","02451",42.396955,-71.268338
"Mountain West Technology Inc.","6101 Cheyenne","4753","10339232","11751634","Mountain West Technology Inc.","6001 Yellowstone Rd",50,50,25,75,1.5,3.6,0.09,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Laramie","WY","Wyoming","82009",41.174535,-104.828088
"KDDI Corporation","626W","1185","10184215","4162702","KDDI Corporation","626 Wilshire Boulevard",1596,1596,1292.76,2872,1.8,5.11,3.46,1998,1998,NA,NA,NA,NA,"Operational","Retail","Multi","Los Angeles","CA","California","90017",34.048258,-118.25694
"Verizon Communications Inc.","630 Clark Avenue, King of Prussia","8326","10143484","4057229","Mapletree Industrial Trust","630 Clark Avenue",2400,2400,1824,5000,1.9,5.6,4.22,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Montgomery","PA","Pennsylvania","19406",40.09801,-75.40193
"Menlo Equities VI LP","636 Pierce Street","2460","10062033","4803241","Menlo Equities VI LP","636 Pierce Street",8125.2,8125.2,8125.2,9750,1.2,5.25,18.57,NA,NA,NA,NA,NA,NA,"Operational","Wholesale","Single","Somerset","NJ","New Jersey","08873",40.5362,-74.55336
"Digital Realty Trust, Inc.","650 Randolph Road","625","124501","4094311","Digital Realty Trust, Inc.","650 Randolph Road",0,0,0,0,1.2,0,0,2008,2008,NA,NA,2010,2,"Not Operational","Wholesale","Multi","Somerset","NJ","New Jersey","08873",40.53759,-74.55556
"Hostway Services, Inc.","655 Franklin","1006","10318597","5034387","Ntirety, Inc.","655 N Franklin St. Ste 1200",540,540,486,1000,1.7,2.57,3.82,NA,2013,1,2005,NA,NA,"Operational","Hosting","Multi","Hillsborough","FL","Florida","33602",27.949606,-82.458393
"Deep Edge","701 East Trade","8340","10340782","29367109","Rackhouse Group, LLC","701 East Trade Street",714,366.35,180.71,1200,1.6,2.57,2.22,2020,2020,2,NA,NA,NA,"Operational","Retail","Multi","Mecklenburg","NC","North Carolina","28202",35.222097,-80.836767
"Digital Realty Trust, Inc.","701 Union Blvd (Bldg B)","535","10317582","4094311","Digital Realty Trust, Inc.","701 Union Blvd., Bldg B",0,0,0,0,1.2,0,0,NA,NA,NA,NA,2010,1,"Not Operational","Wholesale","Multi","Passaic","NJ","New Jersey","07512",40.891231,-74.228124
"Digital Realty Trust, Inc.","701 Union Boulevard","534","10251053","4094311","Digital Realty Trust, Inc.","701 Union Boulevard",0,0,0,0,1.2,0,0,NA,NA,NA,NA,2010,1,"Not Operational","Wholesale","Multi","Passaic","NJ","New Jersey","07512",40.89206,-74.23064
"Crown Castle Inc.","7220 N Sam Houston Pkwy","11098","10341634","4417219","Crown Castle Inc.","7220 North Sam Houston Pkwy W",100,100,63,180,1.8,3.5,0.22,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Harris","TX","Texas","77064",29.936959,-95.530644
"ColoHouse, LLC","725 S. Wells","1818","10319464","5176547","fifteenfortyseven Critical Systems Realty, LLC","725 S. Wells Street, 8th Floor",1500,1500,1245,2700,1.8,5.25,2.56,2010,2010,NA,2013,NA,NA,"Operational","Telco","Multi","Cook","IL","Illinois","60607",41.872586,-87.633252
"Digital Realty Trust, Inc.","731 East Trade Street","577","80545","4094311","Digital Realty Trust, Inc.","731 East Trade Street",0,0,0,0,1.6,0,0,2000,2000,NA,NA,2016,4,"Not Operational","Wholesale","Multi","Mecklenburg","NC","North Carolina","28202",35.22152,-80.836006
"Mapletree Industrial Trust","7337 Trade St, San Diego","8887","10060177","4273584","Mapletree Industrial Trust","7337 Trade Street",2500,2500,2500,4500,1.8,3.5,0,1983,1983,NA,NA,NA,NA,"Operational","Powered Shell","Single","San Diego","CA","California","92121",32.88779,-117.16508
"World Class Holding Company, LLC","7401 E Ben White Blvd Building 7","2457","10053365","7263280","World Class Holding Company, LLC","7401 East Ben White Boulevard",15242.7,15242.7,15242.7,27436.86,1.8,5.25,29.03,1999,2013,1,2000,NA,NA,"Operational","Wholesale","Single","Travis","TX","Texas","78741",30.216,-97.69457
"Microsoft Corporation","7471 bldg 1","43729",NA,"4004214","Microsoft Corporation","7471 Bear Wallow Road",7479,7479,7479,11967,1.6,NA,0,2021,2021,1,NA,NA,NA,"Operational","Hyperscale","Single","Fauquier","VA","Virginia","20186",38.737207,-77.826191
"Microsoft Corporation","7471 bldg 2","43762",NA,"4004214","Microsoft Corporation","7471 Bear Wallow Road",9335,9335,9335,14935,1.6,NA,0,2022,2022,3,NA,NA,NA,"Operational","Hyperscale","Single","Fauquier","VA","Virginia","20186",38.738276,-77.825812
"Menlo Equities VI LP","7505 Mason King Ct","605","10317748","4803241","Menlo Equities VI LP","7505 Mason King Ct",8223.75,8223.75,8223.75,14803,1.8,5.25,15.66,2003,2003,NA,2009,NA,NA,"Operational","Wholesale","Single","Prince William","VA","Virginia","20109",38.791128,-77.538833
"Internap Holding LLC","755 Secaucus Rd","8540","10340926","4094637","Equinix, Inc.","755 Secaucus Rd",0,0,0,0,1.9,0,0,2021,2021,1,2007,2023,1,"Not Operational","Retail","Multi","Hudson","NJ","New Jersey","07094",40.7765,-74.069851
"Digital Realty Trust, Inc.","7620 Metro Center Drive","565","141082","4094311","Digital Realty Trust, Inc.","7620 Metro Center Drive",3062.9,3062.9,2542.21,4900.64,1.6,4.5,1.81,2000,2000,NA,2002,NA,NA,"Operational","Wholesale","Multi","Travis","TX","Texas","78744",30.216276,-97.69216
"Crown Castle Inc.","801 Louisiana St Houston","11065","10349217","4417219","Crown Castle Inc.","801 Louisiana St",100,100,100,180,1.8,3.5,0.34,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Harris","TX","Texas","77002",29.759622,-95.366272
"Digital Realty Trust, Inc.","8025 N Interstate 35","564","10317679","4094311","Digital Realty Trust, Inc.","8025 N Interstate 35",0,0,0,0,1.8,0,0,1995,NA,NA,1999,2017,3,"Not Operational","Wholesale","Single","Travis","TX","Texas","78763",30.342818,-97.696574
"Digital Realty Trust, Inc.","8100 Boone Boulevard","608","91574","4094311","Digital Realty Trust, Inc.","8100 Boone Boulevard",1276.03,1276.03,306.25,2042,1.6,4.5,0.4,1990,1990,NA,1998,NA,NA,"Operational","Wholesale","Multi","Fairfax","VA","Virginia","22182",38.91368,-77.225876
"HCP","833 Chestnut Street","626","74489","29449472","HCP","833 Chestnut Street",0,0,0,0,1.6,0,0,1999,NA,NA,NA,2015,3,"Not Operational","Wholesale","Multi","Philadelphia","PA","Pennsylvania","19107",39.949866,-75.15499
"Mapletree Industrial Trust","8534 Concord Center Drive, Englewood","580","77905","4273584","Mapletree Industrial Trust","8534 Concord Center Drive",15949,14336,14336,25518,1.6,4.58,30.05,1998,1998,NA,NA,NA,NA,"Operational","Powered Shell","Single","Douglas","CO","Colorado","80112",39.5608,-104.830687
"Menlo Equities VI LP","900 Dorothy Dr","554","10317673","4803241","Menlo Equities VI LP","900 Dorothy Dr",4200,4200,4200,7560,1.8,5.23,8.03,2001,2001,NA,NA,NA,NA,"Operational","Powered Shell","Single","Dallas","TX","Texas","75081",32.958809,-96.721721
"Netrality Property Trust, LLC","900 Walnut St","635","119391","19185588","Netrality Property Trust, LLC","900 Walnut Street",29194,29194,27442.36,46711,1.6,9,32.93,1998,2013,1,NA,NA,NA,"Operational","Retail","Multi","St. Louis","MO","Missouri","63101",38.625536,-90.19532
"Digital Realty Trust, Inc.","904 Quality Way","552","10317668","4094311","Digital Realty Trust, Inc.","904 Quality Way",6236.16,399.16,399.16,8730.62,1.4,4.17,6.71,2012,2012,1,NA,NA,NA,"Operational","Wholesale","Multi","Dallas","TX","Texas","75081",32.966209,-96.711189
"Digital Realty Trust, Inc.","908 Quality Way","5334","10339541","4094311","Digital Realty Trust, Inc.","908 Quality Way",11000,11000,7700,19800,1.8,3,14.96,2022,2022,4,NA,NA,NA,"Operational","Wholesale","Multi","Dallas","TX","Texas","75081",32.966272,-96.710018
"Digital Realty Trust, Inc.","9401 Grand Avenue","5949","10123857","4094311","Digital Realty Trust, Inc.","9401 West Grand Avenue",35250,35250,29962.5,59925,1.7,5.25,44.58,2019,2019,1,NA,NA,NA,"Operational","Powered Shell","Single","Cook","IL","Illinois","60131",41.929,-87.86168
"Aphorio Carter Fund Management Company, LLC","9706 E. Easter","15376","10366919","109831151","Aphorio Carter Fund Management Company, LLC",NA,1612,0,0,2750,1.8,3.14,0,NA,NA,NA,NA,NA,NA,"Operational","Powered Shell",NA,"Arapahoe","CO","Colorado","80112",39.587222,-104.876774
"Digital Realty Trust, Inc.","9905 Godwin Drive","12058","10362018","4094311","Digital Realty Trust, Inc.","1 Godwin Dr",0,0,0,96000,1.5,0,0,NA,NA,NA,NA,NA,NA,"Planned","Wholesale","Multi","Prince William","VA","Virginia","20110",38.735438,-77.505877
"Centersquare","AB3","1657","10167436","124026378","Centersquare","400 Tijeras Avenue Northwest",1600,1600,1120,1943,1.7,4.15,3.91,NA,2013,1,NA,NA,NA,"Operational","Retail","Multi","Bernalillo","NM","New Mexico","87102",35.08632,-106.65148
"Crown Castle Inc.","Abilene TX","11099","10341637","4417219","Crown Castle Inc.","1049 N 3rd St.",100,100,63,180,1.8,3.5,0.22,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Taylor","TX","Texas","79601",32.451411,-99.736315
"Cogent Communications Holdings, Inc.","ABQ01","4742","10339023","4121438","Cogent Communications Holdings, Inc.","505 Marquette Ave NW",50,50,25,75,1.5,3.6,0.09,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Bernalillo","NM","New Mexico","87120",35.089255,-106.652779
"PowerHouse Data Centers","ABX-1","9952","10341143","107455717","PowerHouse Data Centers","21529 Beaumeade Circle",36000.01,0,0,54000,1.2,7.91,75.5,2023,2023,3,NA,NA,NA,"Operational","Powered Shell","Multi","Loudoun","VA","Virginia","20147",39.019419,-77.451424
"CyrusOne Inc.","ABX-1","12078","10341577","4332673","PowerHouse Data Centers","21529 Beaumeade Circle",36000.01,36000.01,36000.01,54000,1.2,7.91,75.5,2023,2023,3,NA,NA,NA,"Operational","Wholesale","Multi","Loudoun","VA","Virginia","20147",39.019419,-77.451424
"PowerHouse Data Centers","ABX-2","7599","10340498","107455717","PowerHouse Data Centers","21445 Beaumeade Circle",45000,45000,45000,54000,1.2,5.25,142.27,2024,2024,1,NA,NA,NA,"Operational","Powered Shell","Multi","Loudoun","VA","Virginia","20147",39.019618,-77.450387
"Digital Realty Trust, Inc.","ACC11","5414","10088940","4094311","Digital Realty Trust, Inc.","Hastings Drive",15000,15000,15000,19500,1.3,5.25,14.17,2019,2019,1,NA,NA,NA,"Operational","Wholesale","Single","Loudoun","VA","Virginia",NA,39.01706,-77.46474
"Digital Realty Trust, Inc.","ACC8","5720","120549","4094311","Digital Realty Trust, Inc.","Smith Switch Road",7500,7500,3750,13500,1.8,5.25,3.55,2019,2019,2,NA,NA,NA,"Operational","Wholesale","Multi","Loudoun","VA","Virginia","20147",39.02416,-77.4622
"Alaska Communications Systems Group, Inc.","ACS North Wire Datacenter","13620","10362043","4104068","Alaska Communications Systems Group, Inc.","1309 E Street",150,150,150,225,1.5,5.25,0.34,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Anchorage","AK","Alaska","99501",61.208966,-149.890871
"Switch, Inc.","ADC","468","10343465","5078010","World Class Holding Company, LLC","7401 East Ben White Blvd",2385.02,2385.02,2289.62,4054.53,1.7,5.25,6.24,1999,1999,NA,2003,NA,NA,"Operational","Retail","Multi","Travis","TX","Texas","78741",30.215496,-97.696338
"Aeneas Communications, LLC","Aeneas Colocation Center","4748","10339201","4724900","Aeneas Communications, LLC","300 N Cumberland St",50,50,25,95,1.9,3.6,0.09,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Madison","TN","Tennessee","38301",35.616188,-88.816058
"Key Information Systems, Inc.","AG1","1159","10318701","5043813","Key Information Systems, Inc.","30077 Agoura Court",870,870,435,1393,1.6,5.11,1.7,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Los Angeles","CA","California","91301",34.145999,-118.777142
"Key Information Systems, Inc.","AG2","1158","10318697","5043813","Key Information Systems, Inc.","29219 Canwood St.",584,584,443.84,934,1.6,5.11,0.95,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Los Angeles","CA","California","91301",34.148289,-118.762339
"Airnet Group, Inc.","Airnet","4746","10339140","10570278","Airnet Group, Inc.","801 Broad St",1605,1605,963,2809,1.8,3.6,3.47,2011,2011,1,NA,NA,NA,"Operational","Retail","Multi","Hamilton","TN","Tennessee","37402",35.046971,-85.311158
"Rackspace US, Inc.","AirWorld Technology Center","4841","10339376","5152363","Rackspace US, Inc.","10828 NW Airworld Dr",2288,2288,1144,5700,1.9,5.25,2.62,2006,2006,NA,NA,NA,NA,"Operational","Retail","Multi","Platte","MO","Missouri","64153",39.302709,-94.705941
"Involta, LLC","Akron","2487","10320393","5212020","Involta, LLC","185 E Miller",3750,3750,3300,7000,1.9,5.25,9.23,2011,2011,2,NA,NA,NA,"Operational","Retail","Multi","Summit","OH","Ohio","44301",41.056506,-81.522385
"Sungard Availability Services Capital, Inc.","Akron","3668","10167239","5275014","Sungard Availability Services Capital, Inc.","155 Montrose West Avenue",2663,2663,2423.33,5000,1.8,5.25,8.9,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Summit","OH","Ohio","44321",41.129912,-81.65333
"BIT Mining Limited","Akron","14471","10362691","4988609","BIT Mining Limited","428 South Seiberling Street",82500,82500,82500,90750,1.1,0,0,2022,2022,1,NA,NA,NA,"Operational","Cryptocurrency","Single","Summit","OH","Ohio","44305",41.05022,-81.47374
"Lumen Technologies, Inc.","Akron - Premier","4027","10338887","4057179","Lumen Technologies, Inc.","110 S Arlington St.",150,150,135,270,1.8,5.25,0.53,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Summit","OH","Ohio","44306",41.069257,-81.49114
"Meta Platforms, Inc.","Alabama 1","12690","10343666","4144156","Meta Platforms, Inc.","5400 Prosperity Dr NW",40000,40000,40000,52000,1.3,3.5,0,2021,2021,3,NA,NA,NA,"Operational","Hyperscale","Single","Madison","AL","Alabama","35810",34.83976,-86.62883
"Meta Platforms, Inc.","Alabama 2","12691","10340131","4144156","Meta Platforms, Inc.","5400 Prosperity Dr NW",40000,40000,40000,52000,1.3,3.5,0,2021,2021,3,NA,NA,NA,"Operational","Hyperscale","Single","Madison","AL","Alabama","35810",34.84118,-86.62902
"Meta Platforms, Inc.","Alabama 3","12784","10343777","4144156","Meta Platforms, Inc.","5400 Prosperity Dr NW",80000,80000,80000,104000,1.3,7,0,2023,2023,2,NA,NA,NA,"Operational","Hyperscale","Single","Madison","AL","Alabama","35810",34.84319,-86.62892
"Meta Platforms, Inc.","Alabama 4","12820","10343850","4144156","Meta Platforms, Inc.","5400 Prosperity Dr NW",40000,40000,40000,52000,1.3,3.5,0,2024,2024,2,NA,NA,NA,"Operational","Hyperscale","Single","Madison","AL","Alabama","35810",34.8446,-86.62897
"Meta Platforms, Inc.","Alabama 5","12835","10343883","4144156","Meta Platforms, Inc.","5400 Prosperity Dr NW",80000,80000,80000,104000,1.3,7,0,2024,2024,4,NA,NA,NA,"Operational","Hyperscale","Single","Madison","AL","Alabama","35810",34.84684,-86.62689
"Meta Platforms, Inc.","Alabama 6","12876","10343958","4144156","Meta Platforms, Inc.","5400 Prosperity Dr NW",80000,80000,80000,104000,1.3,7,0,2025,2025,1,NA,NA,NA,"Operational","Hyperscale","Single","Madison","AL","Alabama","35810",34.84785,-86.62689
"Meta Platforms, Inc.","Alabama 7","12877","10343960","4144156","Meta Platforms, Inc.","5400 Prosperity Dr NW",80000,80000,80000,104000,1.3,7,0,2025,2025,1,NA,NA,NA,"Operational","Hyperscale","Single","Madison","AL","Alabama","35810",34.85038,-86.6265
"Alasconnect, Inc.","AlasConnect Datacenter 5","13619","10362042","4212232","Alasconnect, Inc.","3403 Minnesota Drive",150,150,150,225,1.5,5.25,0.34,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Anchorage","AK","Alaska","99503",61.188879,-149.912324
"FirstLight Fiber","Albany","1932","10319641","29370774","FirstLight Fiber","11 N Pearl St.",745,445,445,1192,1.6,5.25,2.82,NA,2013,1,NA,NA,NA,"Operational","Telco","Multi","Albany","NY","New York","12207",42.650034,-73.752038
"Lumen Technologies, Inc.","Albany - Premier 1","4019","10338861","4057179","FirstLight Fiber","11 N Pearl St.",300,300,150,450,1.5,10.5,0.17,NA,2013,1,NA,NA,NA,"Operational","Retail","Single","Albany","NY","New York","12210",42.650034,-73.752038
"Lumen Technologies, Inc.","Albany - Premier 2","4020","10338864","4057179","Lumen Technologies, Inc.","194 Washington Ave.",300,300,150,450,1.5,10.5,0.17,NA,2013,1,NA,NA,NA,"Operational","Retail","Single","Albany","NY","New York","12210",42.656314,-73.763092
