"company","datacenter_name","datacenter_id","mi_datacenter_id","mi_company_id","facility_owner","street_address","total_UPS_power","net_UPS_power","net_UPS_power_utilized","total_utility_power","PUE","kW_per_rack","total_revenue","year_built","year_operational","quarter_operational","year_retrofitted","year_decommissioned","quarter_decommissioned","operational_status","center_type","tenant_type","county","state_ab","state","zip_code","latitude","longitude"
"Digital Realty Trust, Inc.","CHI2","1998","10319668","4094311","Digital Realty Trust, Inc.","600-780 South Federal Street",0,0,0,0,1.8,0,0,NA,NA,NA,NA,2015,4,"Not Operational","Wholesale","Multi","Cook","IL","Illinois","60605",41.874224,-87.629937
"Verizon Communications Inc.","CHI2","2272","10343774","4057229","CoreSite Realty Corporation","427 S. LaSalle St. 1st and 3rd Floor",750,750,660,1500,1.9,5.25,1.36,NA,NA,NA,NA,NA,NA,"Operational","Telco","Multi","Cook","IL","Illinois","60605",41.876125,-87.631631
"Verizon Communications Inc.","CHI3","2273","10320141","4057229","Digital Realty Trust, Inc.","600-780 South Federal Street",750,750,645,1634,1.9,5.25,1.33,NA,NA,NA,NA,NA,NA,"Operational","Telco","Multi","Cook","IL","Illinois","60605",41.874224,-87.629937
"FCM360","CHI4","866","10318386","29370248","CoreSite Realty Corporation","427 S. LaSalle St.",150,150,120,285,1.9,5.25,0.25,NA,NA,NA,NA,NA,NA,"Operational","Reseller","Multi","Cook","IL","Illinois","60605",41.876125,-87.631631
"Verizon Communications Inc.","CHI4","2274","10320144","4057229","Verizon Communications Inc.","1808 Swift Dr",750,750,622.5,1275,1.7,5.25,1.07,NA,NA,NA,NA,NA,NA,"Operational","Telco","Multi","DuPage","IL","Illinois","60523",41.854051,-87.920917
"Verizon Communications Inc.","CHI5","2275","10320148","4057229","ServerFarm, LLC","800/810 Jorie Blvd. Suite 200",900,900,783,1530,1.7,5.25,1.34,NA,NA,NA,NA,NA,NA,"Operational","Telco","Multi","DuPage","IL","Illinois","60523",41.845343,-87.941522
"DataBank Holdings, Ltd.","CHI6","3722","10338518","5222444","DataBank Holdings, Ltd.","1808 Swift Dr",0,0,0,0,1.7,0,0,2014,NA,NA,2014,2010,1,"Not Operational","Retail","Multi","DuPage","IL","Illinois","60523",41.854051,-87.920917
"CenterPoint Properties Trust","Chicago","2707","10320496","103124","CenterPoint Properties Trust",NA,0,0,0,0,1.8,0,0,NA,NA,NA,NA,2010,1,"Not Operational","Retail","Multi","Cook","IL","Illinois",NA,41.878114,-87.629798
"Netrality Property Trust, LLC","Chicago","3733","10185504","19185588","Netrality Property Trust, LLC","717 South Wells Street",3000,3000,2400,5700,1.6,5.4,4.8,2015,2015,3,2015,NA,NA,"Operational","Retail","Multi","Cook","IL","Illinois","60607",41.872911,-87.63327
"Internap Holding LLC","Chicago","3815","10338589","4094637","Digital Realty Trust, Inc.","9333 W Grand Ave.",0,0,0,0,1.8,0,0,2014,2014,1,NA,2020,4,"Not Operational","Retail","Multi","Cook","IL","Illinois","60131",41.927017,-87.858028
"Crown Castle Inc.","Chicago","3935","10338598","4417219","fifteenfortyseven Critical Systems Realty, LLC","725 S. Wells Street",500,500,500,1275,1.7,3.5,1.54,NA,2014,2,2014,NA,NA,"Operational","Retail","Multi","Cook","IL","Illinois","60607",41.872586,-87.633252
"Zayo Group Holdings, Inc.","CHICAGO","4144","10339007","4547331","Zayo Group Holdings, Inc.","1808 Swift Dr",0,0,0,0,1.7,0,0,NA,NA,NA,NA,2010,1,"Not Operational","Retail","Multi","DuPage","IL","Illinois","60523",41.854051,-87.920917
"Iron Mountain Data Centers, LLC","Chicago","6956","10346496","14145508","Stack Infrastructure, Inc.","1441 Touhy Avenue",0,0,0,0,1.9,0,0,2018,2018,3,NA,2020,4,"Not Operational","Retail","Single","Cook","IL","Illinois","60007",42.00668,-87.964415
"Skybox Datacenters, LLC","Chicago","8961","10340969","7656387","Skybox Datacenters, LLC","800 East Devon Ave",11250,11250,5062.5,30000,1.5,7.88,7.71,2022,2022,3,NA,NA,NA,"Operational","Powered Shell","Multi","Cook","IL","Illinois","60007",41.993016,-87.975268
"365 Data Centers Services, LLC","Chicago (IL)","25","10352551","4334750","CoreSite Realty Corporation","427 S. LaSalle Street, Suite 405",869.98,869.98,817.78,7000,1.7,5.25,1.68,1981,1981,NA,NA,NA,NA,"Operational","Retail","Multi","Cook","IL","Illinois","60605",41.876203,-87.631496
"QTS Realty Trust, LLC","Chicago 1","3157","10074687","4405219","QTS Realty Trust, LLC","2800 South Ashland Avenue",61041.76,61041.76,51885.5,103771.4,1.7,10.27,65.47,2016,2016,3,NA,NA,NA,"Operational","Wholesale","Multi","Cook","IL","Illinois","60608",41.84242,-87.66898
"Compass Datacenters, LLC","Chicago 1","11718","10341662","5228288","Compass Datacenters, LLC","3333 Beverly Rd",0,0,0,NA,1.3,0,0,2026,2026,3,NA,NA,NA,"Planned","Wholesale","Multi","Kane","IL","Illinois","60179",42.012987,-88.287212
"Internap Holding LLC","Chicago 1 (Downtown)","1069","10318623","4094637","Digital Realty Trust, Inc.","350 E Cermak Rd",0,0,0,0,1.9,0,0,NA,NA,NA,NA,2022,1,"Not Operational","Retail","Multi","Cook","IL","Illinois","60616",41.853113,-87.618328
"Lumen Technologies, Inc.","Chicago 1 - Premier Select","1259","10167414","4057179","Lumen Technologies, Inc.","111 North Canal Street",1706.02,1706.02,1416,7200,1.6,2.62,5.83,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Cook","IL","Illinois","60606",41.883604,-87.639383
"Compass Datacenters, LLC","Chicago 2","13928","10362273","5228288","Compass Datacenters, LLC","3333 Beverly Rd",0,0,0,52000,1.3,0,0,2027,2027,3,NA,NA,NA,"Planned","Wholesale","Multi","Kane","IL","Illinois","60179",42.012987,-88.287212
"Internap Holding LLC","Chicago 2 (Elk Grove Village)","1070","10318627","4094637","Equinix, Inc.","1905 Lunt Ave.",0,0,0,0,1.9,0,0,NA,NA,NA,NA,2022,1,"Not Operational","Retail","Multi","Cook","IL","Illinois","60007",42.001098,-87.954863
"Lumen Technologies, Inc.","Chicago 2 - Premier Select","1261","10318779","4057179","Lumen Technologies, Inc.","900 N. Kingsbury St.",813,813,674.79,15600,1.6,2.62,2.78,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Cook","IL","Illinois","60654",41.898832,-87.644701
"Compass Datacenters, LLC","Chicago 3","13929","10362274","5228288","Compass Datacenters, LLC","3333 Beverly Rd",0,0,0,52000,1.3,0,0,2028,2028,3,NA,NA,NA,"Planned","Wholesale","Multi","Kane","IL","Illinois","60179",42.012987,-88.287212
"Lumen Technologies, Inc.","Chicago 3 - Premier Select","1260","10343990","4057179","Lumen Technologies, Inc.","200 N. LaSalle St.",839.03,839.03,671.22,2400,1.6,2.62,2.76,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Cook","IL","Illinois","60601",41.886071,-87.633031
"Compass Datacenters, LLC","Chicago 4","13930","10362275","5228288","Compass Datacenters, LLC","3333 Beverly Rd",0,0,0,52000,1.3,0,0,2029,2029,3,NA,NA,NA,"Planned","Wholesale","Multi","Kane","IL","Illinois","60179",42.012987,-88.287212
"Lumen Technologies, Inc.","Chicago 4 - Premier Select","8061","10340692","4057179","Lumen Technologies, Inc.","600 W. Chicago Ave",1838.07,1838.07,1470.45,3000,1.6,2.63,6.05,2014,2014,1,NA,NA,NA,"Operational","Retail","Multi","Cook","IL","Illinois","60610",41.897533,-87.643386
"Compass Datacenters, LLC","Chicago 5","13931","10362276","5228288","Compass Datacenters, LLC","3333 Beverly Rd",0,0,0,52000,1.3,0,0,2030,NA,NA,NA,NA,NA,"Planned","Wholesale","Multi","Kane","IL","Illinois","60179",42.012987,-88.287212
"Lumen Technologies, Inc.","Chicago 5 - Premier","3982","10338741","4057179","Digital Realty Trust, Inc.","600-780 South Federal Street",35,35,35,255,1.7,1.73,0.22,2011,2011,1,NA,NA,NA,"Operational","Retail","Single","Cook","IL","Illinois","60605",41.874224,-87.629937
"Lumen Technologies, Inc.","Chicago 6 - Premier Select","8062","10187321","4057179","Lumen Technologies, Inc.","275 Pierce Road",221.99,221.99,177.59,356,1.6,2.62,0.73,2014,2014,1,NA,NA,NA,"Operational","Retail","Multi","DuPage","IL","Illinois","60605",41.98897,-88.00764
"Digital Realty Trust, Inc.","Chicago CH1","684","120535","4094311","GI Partners","2200 Busse Road",42625,26569.26,24438.01,68200,1.6,8.21,38.51,2010,2010,NA,NA,NA,NA,"Operational","Wholesale","Multi","Cook","IL","Illinois","60007",41.99488,-87.96145
"Digital Realty Trust, Inc.","Chicago CH2","2779","10054714","4094311","GI Partners","2299 Busse Road",29880,29880,28386,47808,1.6,6.12,36.23,2015,2015,2,NA,NA,NA,"Operational","Wholesale","Multi","Cook","IL","Illinois","60007",41.99392,-87.95793
"Digital Realty Trust, Inc.","Chicago CH3","5719","10101637","4094311","Digital Realty Trust, Inc.","1420 East Devon Avenue",32000,32000,30400,54400,1.7,7,33.92,2018,2018,3,NA,NA,NA,"Operational","Wholesale","Multi","Cook","IL","Illinois","60007",41.9937,-87.96476
"Capri Investment Group LLC","Chicago DC","13927","10362272","5861967","Capri Investment Group LLC","4 South LaSalle Street",0,0,0,38000,1.3,0,0,2027,2027,4,NA,NA,NA,"Planned","Retail","Multi","Cook","IL","Illinois","60605",41.876483,-87.634709
"Stream Data Centers, L.P.","Chicago I","6954","10340359","5194943","Stream Data Centers, L.P.","2080 Lunt Ave.",10500,10500,10500,19950,1.9,5.25,25.92,2018,2018,4,2020,NA,NA,"Operational","Wholesale","Single","Cook","IL","Illinois","60007",42.002586,-87.951707
"Stream Data Centers, L.P.","Chicago II","9006","10341023","5194943","Stream Data Centers, L.P.","1925 Busse Rd.",11250,11250,4500,27000,1.5,5.25,10.29,2022,2022,2,NA,NA,NA,"Operational","Wholesale","Multi","Cook","IL","Illinois","60007",41.999668,-87.95931
"Digital Realty Trust, Inc.","Chicago ORD011","574","77506","4094311","Digital Realty Trust, Inc.","600 South Federal Street",8892.75,6482.75,5326.69,17074,1.6,3.75,16.12,1992,1992,NA,NA,NA,NA,"Operational","Wholesale","Multi","Cook","IL","Illinois","60605",41.87426,-87.62997
"Digital Realty Trust, Inc.","Chicago ORD10","573","75332","4094311","Digital Realty Trust, Inc.","350 East Cermak Road",113374,79510.1,79510.1,182000,1.6,6,109.34,2000,2000,NA,2000,NA,NA,"Operational","Wholesale","Multi","Cook","IL","Illinois","60616",41.8537,-87.618328
"Digital Realty Trust, Inc.","Chicago ORD12","575","10088388","4094311","Digital Realty Trust, Inc.","9333 West Grand Avenue",7687.82,5339.85,5339.85,12301,1.6,4.2,14.3,2014,2014,1,NA,NA,NA,"Operational","Wholesale","Multi","Cook","IL","Illinois","60131",41.9269,-87.8581
"Digital Realty Trust, Inc.","Chicago ORD13","4695","10088389","4094311","Digital Realty Trust, Inc.","9355 West Grand Avenue",14886.76,14886.76,14142.42,45192,1.7,4.9,22.54,2014,2014,4,NA,NA,NA,"Operational","Wholesale","Multi","Cook","IL","Illinois","60131",41.9268,-87.85951
"Digital Realty Trust, Inc.","Chicago ORD14","4696","10088390","4094311","Digital Realty Trust, Inc.","9377 West Grand Avenue",13618.77,13618.77,11575.95,23000,1.7,5.78,15.65,2017,2017,1,NA,NA,NA,"Operational","Wholesale","Multi","Cook","IL","Illinois","60131",41.92839,-87.85933
"Digital Realty Trust, Inc.","Chicago ORD23","6952","10075974","4094311","Digital Realty Trust, Inc.","505 North Railroad Avenue",18750,0,0,30000,1.6,5.25,27.89,2011,2011,1,2010,NA,NA,"Operational","Powered Shell","Single","Cook","IL","Illinois","60164",41.92003,-87.91224
"Cipher Mining Inc.","Chief Facility  TX","14457","10362677","27860629","Cipher Mining Inc.","FM 168",10000,10000,10000,11000,1.1,0,0,2022,2022,4,NA,NA,NA,"Operational","Cryptocurrency","Single","Randall","TX","Texas","79042",34.786916,-102.073326
"fifteenfortyseven Critical Systems Realty, LLC","CHIL1","4973","10185096","5287084","fifteenfortyseven Critical Systems Realty, LLC","40 East Garfield Boulevard",3750,3750,1500,14250,1.9,5.25,3.7,2023,2023,1,2023,NA,NA,"Operational","Wholesale","Multi","Cook","IL","Illinois","60637",41.794917,-87.62455
"fifteenfortyseven Critical Systems Realty, LLC","CHIL2","524","10185097","5287084","fifteenfortyseven Critical Systems Realty, LLC","725 South Wells Street",8400,6400,4720,12600,1.5,7,12.44,NA,NA,NA,2010,NA,NA,"Operational","Wholesale","Multi","Cook","IL","Illinois","60607",41.872586,-87.633252
"IREN Limited","Childress  Texas","14501","10362721","27845249","IREN Limited","620 Farm To Market Road 1033",45000,45000,45000,110000,1.1,0,0,2023,2023,2,NA,NA,NA,"Operational","Cryptocurrency","Single","Childress","TX","Texas","79201",34.38385,-100.05446
"5C Data Centers","CHM01 building 1","13906","10362252","124227708","5C Data Centers","61 Benjamin Drive",4005.66,4005.66,4005.66,6000,1.3,2.62,18.31,2004,2004,NA,NA,NA,NA,"Operational","Wholesale","Multi","Clark","OH","Ohio","45502",39.912462,-83.72422
"5C Data Centers","CHM01 building 2","13907","10362253","124227708","5C Data Centers","61 Benjamin Drive",0,0,0,170000,1.3,0,0,2025,2025,4,NA,NA,NA,"Under Construction","Wholesale","Multi","Clark","OH","Ohio","45502",39.912462,-83.72422
"Genesis Digital Assets Limited","Cholla  Texas","14452","10362672","29495726","Genesis Digital Assets Limited","Cholla Rd",23000,23000,23000,25300,1.1,0,0,2022,2022,3,NA,NA,NA,"Operational","Cryptocurrency","Single","Midland","TX","Texas",NA,31.938383,-102.154085
"Digital Realty Trust, Inc.","CHR1","1999","10319671","4094311","Digital Realty Trust, Inc.","113 N Myers St",0,0,0,0,1.8,0,0,NA,NA,NA,NA,2016,1,"Not Operational","Wholesale","Multi","Mecklenburg","NC","North Carolina","28202",35.221878,-80.835573
"Lunavi, Inc.","CHY1","961","10343846","5228293","Lunavi, Inc.","304 Progress Circle",1000,1000,850,1500,1.5,6.14,1.69,2002,2002,1,2007,NA,NA,"Operational","Wholesale","Multi","Laramie","WY","Wyoming","82007",41.128905,-104.741019
"Lunavi, Inc.","CHY2","962","10318532","5228293","fifteenfortyseven Critical Systems Realty, LLC","340 Progress Circle",4250,4250,4250,5000,1.14,3.54,10.51,2014,2014,3,NA,NA,NA,"Operational","Wholesale","Multi","Laramie","WY","Wyoming","82007",41.128905,-104.741019
"Broadband One LLC","CIN1","995","10318576","4209666","CyrusOne Inc.","209-229 W. 7th St.",0,0,0,0,1.8,0,0,NA,NA,NA,NA,2018,1,"Not Operational","Retail","Multi","Hamilton","OH","Ohio","45202",39.102771,-84.517263
"Flexential Inc.","CIN1","1532","10177790","4074555","Flexential Inc.","5307 Muhlhauser Road",2400,2400,2160,4320,1.8,5.25,6.4,2008,2008,NA,NA,NA,NA,"Operational","Retail","Multi","Butler","OH","Ohio","45011",39.31598,-84.44958
"Netfortris Operating Co., Inc.","CIN1","1976","10319652","11203974","Lumen Technologies, Inc.","400 Pike St.",149,149,74.5,300,1.7,5.25,0.24,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Hamilton","OH","Ohio","45202",39.102506,-84.503005
"Lumen Technologies, Inc.","CIN1","2052","10319769","4057179","Lumen Technologies, Inc.","9490 Meridan Way",450,450,382.5,800,1.7,5.25,0.89,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Butler","OH","Ohio","45069",39.322939,-84.436385
"Zayo Group Holdings, Inc.","CIN1","2333","10320316","4547331","Zayo Group Holdings, Inc.","334 Gest St.",0,0,0,0,1.6,0,0,NA,2011,1,NA,2021,1,"Not Operational","Retail","Multi","Hamilton","OH","Ohio","45203",39.097914,-84.525131
"Hot Site","CIN1","2803","10343825","29454107","Hot Site","2300 Montana Ave",0,0,0,0,1.8,0,0,NA,NA,NA,NA,2018,1,"Not Operational","Retail","Multi","Hamilton","OH","Ohio","45211",39.156244,-84.570738
"Flexential Inc.","CIN2","5635","10339671","4074555","Flexential Inc.","5307 Muhlhauser Rd.",1950,1950,1735.5,3000,1.5,5.25,5.14,2017,2017,1,NA,NA,NA,"Operational","Retail","Multi","Butler","OH","Ohio","45011",39.315774,-84.448854
"Flexential Inc.","CIN3","8435","10340851","4074555","Flexential Inc.","5307 Muhlhauser Rd.",1500,1500,330,2250,1.5,5.25,0.92,2023,2023,3,NA,NA,NA,"Operational","Retail","Multi","Butler","OH","Ohio","45011",39.315774,-84.448854
"H5 Data Centers LLC","Cincinnati","9575","10221026","5298959","H5 Data Centers LLC","925 Dalton Avenue",1000,1000,260,2000,1.8,3.5,0,2022,2022,1,NA,NA,NA,"Operational","Wholesale","Multi","Hamilton","OH","Ohio","45203",39.10588,-84.53665
"Lumen Technologies, Inc.","Cincinnati Gateway","1262","10318780","4057179","Lumen Technologies, Inc.","400 Pike St.",414,265,202.9,700,1.6,5.25,0.9,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Hamilton","OH","Ohio","45202",39.102506,-84.503005
"DartPoints, LLC","Cincinnati OH","106","10184206","5258022","DartPoints, LLC","302 West 3rd Street",2011,2011,1709.35,3620,1.8,5.25,5.8,2002,2002,NA,NA,NA,NA,"Operational","Retail","Multi","Hamilton","OH","Ohio","45202",39.09817,-84.51767
"CyrusOne Inc.","Cincinnati, OH CIN2","442","10039292","4332673","CyrusOne Inc.","229 West 7th Street",31900,31880,14973,58000,1.8,5.68,32.38,NA,NA,NA,NA,NA,NA,"Operational","Wholesale","Multi","Hamilton","OH","Ohio","45202",39.10287,-84.51722
"CyrusOne Inc.","Cincinnati-Blue Ash","438","10039283","4332673","CyrusOne Inc.","4600 McAuley Place",929,929,334.44,1500,1.6,5.25,0.9,NA,NA,NA,NA,NA,NA,"Operational","Wholesale","Multi","Hamilton","OH","Ohio","45242",39.24521,-84.37981
"CyrusOne Inc.","Cincinnati-Hamilton","446","10039281","4332673","CyrusOne Inc.","103 Knightsbridge Drive",6985,6985,4540.25,12000,1.7,5.25,17.05,NA,NA,NA,NA,NA,NA,"Operational","Wholesale","Multi","Butler","OH","Ohio","45015",39.38486,-84.56671
"CyrusOne Inc.","Cincinnati-Mason","451","10039287","4332673","CyrusOne Inc.","4800 Parkway Drive",5111,5111,5111,8200,1.6,5.25,16.87,NA,NA,NA,NA,NA,NA,"Operational","Wholesale","Multi","Warren","OH","Ohio","45040",39.30384,-84.3112
"CyrusOne Inc.","Cincinnati-North Cincinnati","455","10039280","4332673","CyrusOne Inc.","401 Kingsview Drive",10245,10245,10245,17000,1.7,5.25,28.65,NA,NA,NA,NA,NA,NA,"Operational","Wholesale","Multi","Warren","OH","Ohio","45036",39.38908,-84.221787
"Lumen Technologies, Inc.","Cinncinnati - Premier","4028","10338891","4057179","Lumen Technologies, Inc.","1428 W. 8th St.",150,150,75,300,1.8,5.25,0.25,NA,NA,NA,NA,NA,NA,"Operational","Retail","Single","Hamilton","OH","Ohio","45203",39.104741,-84.542472
"Centersquare","CL1","1666","10167439","124026378","Centersquare","8180 Green Meadows Drive North",1575,1575,1260,3000,1.7,5.25,4.2,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Delaware","OH","Ohio","43035",40.1688,-83.010791
"TECfusions Inc","Clarksville, VA bldg1","15346","10366915","125813904","TECfusions Inc","250 Burlington Drive",34500,34500,34500,45000,1.8,7.02,0,2023,2023,3,NA,NA,NA,"Operational","Wholesale","Multi","Mecklenburg","VA","Virginia","23927",36.600863,-78.550538
"TECfusions Inc","Clarksville, VA bldg2","15347","10366916","125813904","TECfusions Inc","250 Burlington Drive",NA,NA,NA,NA,1.8,NA,0,2025,2025,4,NA,NA,NA,"Under Construction","Wholesale","Single","Mecklenburg","VA","Virginia","23927",36.600863,-78.549977
"TECfusions Inc","Clarksville, VA bldg3","49339",NA,"125813904","TECfusions Inc","250 Burlington Drive",NA,NA,NA,NA,1.8,NA,0,2025,2030,1,NA,NA,NA,"Planned","Wholesale","Single","Mecklenburg","VA","Virginia","23927",36.600863,-78.549977
"Vxchnge Holdings, LLC","CLE1","891","10183355","5313097","Rock Ohio Caesars LLC","200 West Prospect Avenue",0,0,0,0,1.6,0,0,NA,NA,NA,NA,NA,NA,"Not Operational","Retail","Multi","Cuyahoga","OH","Ohio","44115",41.49786,-81.69314
"DataBank Holdings, Ltd.","CLE1 - Downtown Cleveland","26","10178028","5222444","DataBank Holdings, Ltd.","1255 Euclid Avenue",1095,345,0,2000,1.6,5.25,1.93,1981,1981,NA,NA,NA,NA,"Operational","Retail","Multi","Cuyahoga","OH","Ohio","44103",41.50102,-81.68354
"Zayo Group Holdings, Inc.","Cleveland","2334","10167527","4547331","Zayo Group Holdings, Inc.","1525 Rockwell Avenue",0,0,0,0,1.6,0,0,NA,NA,NA,NA,2017,1,"Not Operational","Retail","Multi","Cuyahoga","OH","Ohio","44114",41.506413,-81.683542
"BlueBridge Networks, LLC","Cleveland","3660","10338397","5197241","DataBank Holdings, Ltd.","1255 Euclid Avenue",750,750,600,1500,2,5.25,1.4,2015,2015,1,NA,NA,NA,"Operational","Retail","Multi","Cuyahoga","OH","Ohio","44103",41.500922,-81.683673
"Fusion Connect, Inc.","Cleveland","3664","10338411","10624544","Fusion Connect, Inc.","1621 Euclid Avenue",750,600,412.5,1500,2,5.25,1.31,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Cuyahoga","OH","Ohio","44115",41.501689,-81.680462
"N2Net, Inc.","Cleveland","3665","10338415","5031345","N2Net, Inc.","815 Superior Avenue",150,150,112.5,300,2,5.25,0.26,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Cuyahoga","OH","Ohio","44114",41.502376,-81.689402
"NCS Datacom","Cleveland","3667","10338420","29370257","NCS Datacom","200 Euclid Avenue",750,750,502.5,1500,2,5.25,0.98,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Cuyahoga","OH","Ohio","44114",41.499649,-81.692481
"Lumen Technologies, Inc.","Cleveland - Premier 1","4029","10338894","4057179","Lumen Technologies, Inc.","15467 Neo Parkway",150,150,142.5,270,1.8,5.25,0.55,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Cuyahoga","OH","Ohio","44128",41.430671,-81.573336
"Lumen Technologies, Inc.","Cleveland - Premier 2","4030","10167438","4057179","Lumen Technologies, Inc.","4000 Chester Avenue",150,150,144,270,1.8,5.25,0.34,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Cuyahoga","OH","Ohio","44103",41.505082,-81.65778
"Aegis Data Center","Cleveland data center","3659","10338394","29367280","Aegis Data Center","12875 Corporate Drive",0,0,0,0,2,0,0,NA,NA,NA,NA,2016,4,"Not Operational","Retail","Multi","Cuyahoga","OH","Ohio","44130",41.407902,-81.780019
"H5 Data Centers LLC","CLT","4015","10338847","5298959","H5 Data Centers LLC","10105 David Taylor Drive",4320,1080,1080,6500,1.5,4.32,10,NA,NA,NA,NA,NA,NA,"Operational","Wholesale","Single","Mecklenburg","NC","North Carolina","28262",35.32974,-80.765867
"GIGA Data Centers LLC","CLT-1","8338","10340777","19524906","GIGA Data Centers LLC","1035 Mecklenburg Hwy",0,0,0,0,1.2,0,0,1971,2019,4,2019,2023,1,"Not Operational","Retail","Multi","Iredell","NC","North Carolina","28115",35.563809,-80.828264
"5C Data Centers","CLT01","15281","10366909","124227708","5C Data Centers",NA,0,0,0,1600000,1.3,0,0,2026,2026,1,NA,NA,NA,"Under Construction","Wholesale","Multi","Mecklenburg","NC","North Carolina",NA,35.2342,-80.83669
"Lumos Networks Corp.","CLT1","512","10317627","4293608","Lumos Networks Corp.","3100 International Airport Dr., Ste 500",1250,1250,1125,2400,1.9,7.5,2.84,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Mecklenburg","NC","North Carolina","28202",35.193745,-80.938416
"Lumos Networks Corp.","CLT2","513","10317630","4293608","Lumos Networks Corp.","3101 International Airport Dr., Ste 400",1500,1500,1050,2500,1.7,7.71,1.98,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Mecklenburg","NC","North Carolina","28202",35.193812,-80.938225
"Lumos Networks Corp.","CLT3","514","10317633","4293608","Lumos Networks Corp.","3201 International Airport Dr., Ste 100",1750,1750,1750,2800,1.6,7.88,2.88,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Mecklenburg","NC","North Carolina","28202",35.194621,-80.938559
"Edged Energy","CMH01-1","13971","10362316","111763934","Edged Energy","6525 New Albany East Road",24000,24000,24000,27600,1.15,5.44,52.97,2025,2025,2,NA,NA,NA,"Operational","Wholesale","Multi","Franklin","OH","Ohio","43054",40.106119,-82.815775
"Microsoft Corporation","CO1 and CO2","12380","10343237","4004214","Microsoft Corporation","501 Port Industrial Way",71100,71100,71100,106650,1.4,7,0,2008,2008,NA,NA,NA,NA,"Operational","Hyperscale","Single","Grant","WA","Washington","98848",47.240203,-119.863175
"Microsoft Corporation","CO3","12413","10343310","4004214","Microsoft Corporation","501 Port Industrial Way",11800,11800,11800,17700,1.38,14,0,2011,2011,4,NA,NA,NA,"Operational","Hyperscale","Single","Grant","WA","Washington","98848",47.238855,-119.859294
"Microsoft Corporation","CO4","12414","10343315","4004214","Microsoft Corporation","501 Port Industrial Way",8000,8000,8000,12000,1.38,14,0,2011,2011,4,NA,NA,NA,"Operational","Hyperscale","Single","Grant","WA","Washington","98848",47.238286,-119.859382
"Microsoft Corporation","CO5","12433","10343351","4004214","Microsoft Corporation","501 Port Industrial Way",7866.4,7866.4,7866.4,11799.6,1.38,14,0,2013,2013,2,NA,NA,NA,"Operational","Hyperscale","Single","Grant","WA","Washington","98848",47.239544,-119.859308
"Microsoft Corporation","CO6","12451","10343379","4004214","Microsoft Corporation","501 Port Industrial Way",10133.2,10133.2,10133.2,15199.8,1.4,14,0,2014,2014,2,NA,NA,NA,"Operational","Hyperscale","Single","Grant","WA","Washington","98848",47.237615,-119.864694
"Microsoft Corporation","CO7","12543","10343484","4004214","Microsoft Corporation","501 Port Industrial Way",11733.2,11733.2,11733.2,17599.8,1.4,14,0,2018,2018,1,NA,NA,NA,"Operational","Hyperscale","Single","Grant","WA","Washington","98848",47.238561,-119.864522
"Microsoft Corporation","CO8","12778","10343767","4004214","Microsoft Corporation","501 Port Industrial Way",1946.4,1946.4,1946.4,2919.6,1.38,14,0,2023,2023,1,NA,NA,NA,"Operational","Hyperscale","Single","Grant","WA","Washington","98848",47.237766,-119.862233
"Microsoft Corporation","CO9","12779","10340257","4004214","Microsoft Corporation","501 Port Industrial Way",2266.4,2266.4,2266.4,3399.6,1.38,14,0,2023,2023,1,NA,NA,NA,"Operational","Hyperscale","Single","Grant","WA","Washington","98848",47.240664,-119.859927
"Rainbow Energy","Coal Creek Station","14478","10362698","5212116","Rainbow Energy","2875 3rd Street Southwest",2000,2000,2000,2200,1.1,0,0,2022,2022,1,NA,NA,NA,"Operational","Cryptocurrency","Single","McLean","ND","North Dakota","58576",47.37751,-101.15734
"Cogent Communications Holdings, Inc.","Cogent Akron","13715","10259536","4121438","Cogent Communications Holdings, Inc.","120 North Broadway Street",3333.33,3333.33,266.67,5000,1.5,4.67,0.69,NA,2024,3,2024,NA,NA,"Operational","Retail","Multi","Summit","OH","Ohio","44304",41.08741,-81.51382
"Cogent Communications Holdings, Inc.","Cogent Anaheim","4770","10179921","4121438","Cogent Communications Holdings, Inc.","300 South Harbor Boulevard",87.65,87.65,76.26,131.48,1.5,2.62,0.29,NA,NA,NA,NA,NA,NA,"Operational","Retail","Multi","Orange","CA","California","92805",33.83154,-117.91836
"Cogent Communications Holdings, Inc.","Cogent Anaheim 2","13721","10259520","4121438","Cogent Communications Holdings, Inc.","1750 West Penhall Way",4500,4500,3915,8300,1.8,4.94,7.84,NA,2015,4,2024,NA,NA,"Operational","Retail","Multi","Orange","CA","California","92801",33.83477,-117.94514
